Time(s),Chamber Pressure(MPa)
0,0
0.1,0
0.2,0
0.3,0.044
0.4,0.044
0.5,0.066
0.6,0.088
0.7,0.066
0.8,0.187
0.9,0.187
1,0.319
1.1,0.374
1.2,0.374
1.3,0.583
1.4,0.583
1.5,1.276
1.6,1.452
1.7,1.606
1.8,1.573
1.9,1.595
2,1.595
2.1,1.595
2.2,1.518
2.3,1.463
2.4,1.463
2.5,1.232
2.6,1.232
2.7,0.638
2.8,0.253
2.9,0.253
3,0.099
3.1,0.044
3.2,0.044
3.3,0
3.4,0
3.5,0
3.6,0.033
3.7,0.044
3.8,0
3.9,0.033
4,0.044
4.1,0.044
4.2,0
