Time(s),Chamber Pressure(MPa)
0.1655,0.044
0.223,0.044
0.28,0.066
0.334,0.088
0.37,0.066
0.4245,0.187
0.4475,0.187
0.4795,0.319
0.525,0.374
0.563,0.374
0.6295,0.583
0.6635,0.583
0.7425,1.276
0.78,1.452
0.824,1.606
0.969,1.573
1.119,1.595
1.2755,1.595
1.5005,1.595
1.6505,1.518
1.7975,1.463
1.961,1.463
2.125,1.232
2.3455,1.232
2.4865,0.638
2.6495,0.253
2.81,0.253
