Time(s),Chamber Pressure(MPa)
0,0.044
0.1,0.044
0.2,0.066
0.3,0.088
0.4,0.066
0.5,0.187
0.6,0.187
0.7,0.319
0.8,0.374
0.9,0.374
1,0.583
1.1,0.583
1.2,1.276
1.3,1.452
1.4,1.606
1.5,1.573
1.6,1.595
1.7,1.595
1.8,1.595
1.9,1.518
2,1.463
2.1,1.463
2.2,1.232
2.3,1.232
2.4,0.638
2.5,0.253
2.6,0.253
